cluster	status	loglr	df	p	p.adjust	genes
chr1:clu_22399_+	Success	1.81255184168936	2	0.163237049750175	0.542573632421757	Gm2693,Tmem14a
chr1:clu_22400_+	Success	1.49708900288363	1	0.0835643105109382	0.409923887582965	Tmem14a
chr1:clu_22401_+	Not enough valid samples	NA	NA	NA	NA	Gsta3
chr1:clu_22402_+	Success	3.5307725348066	1	0.00787560452482623	0.131989923230523	Lmbrd1
chr1:clu_22403_+	Success	0.0233344047487662	1	0.828964636178915	0.966958161452519	Lmbrd1
chr1:clu_22404_+	Success	0.354801334243973	1	0.399575747883878	0.762433874927558	Lmbrd1
chr1:clu_22405_+	Success	1.48071990224707e-07	1	0.999565798324726	1	Lmbrd1
chr1:clu_22406_+	Not enough valid samples	NA	NA	NA	NA	Gm6473
chr1:clu_22407_+	Success	0.242038382121791	1	0.486581489917117	0.81754887418627	Gm6473
chr1:clu_22408_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr1:clu_22409_+	Not enough valid samples	NA	NA	NA	NA	NA
chr1:clu_22410_+	Success	0.0563948476883525	1	0.736990188795754	0.932400176182891	Rab23
chr1:clu_22411_+	Success	0.44310820105693	2	0.642037734167916	0.889211456064389	Rab23
chr1:clu_22412_+	Success	1.16400695540642	1	0.127063903733459	0.487937631759903	Rab23
chr1:clu_22413_+	Success	3.76065426907576	2	0.0232685115260274	0.228493944544068	Dst
chr1:clu_22414_+	Success	0.274661882663963	1	0.458594134944092	0.799902083752433	Dst
chr1:clu_22415_+	Success	0.137037452451295	1	0.600611297634656	0.871370334693875	Dst
chr1:clu_22416_+	Success	0.28383033011437	1	0.451190007968388	0.795306998783584	Dst
chr1:clu_22417_+	Success	2.63440464068344	2	0.0717616806782167	0.386378577905984	Dst
chr1:clu_22418_+	Success	3.02797447225748	3	0.108919689675576	0.456845067745773	Dst
chr1:clu_22419_+	Success	3.22316516860747	1	0.0111181754701496	0.157492746705528	Dst
chr1:clu_22420_+	Success	4.05651603972615	2	0.0173092188185023	0.19518693886476	Dst
chr1:clu_22421_+	Success	1.28866064125896	1	0.108404974067206	0.455943957318471	Dst
chr1:clu_22422_+	Success	1.14583623524754	1	0.130069698917894	0.491474184728002	Dst
chr1:clu_22423_+	Success	0.0230075123245115	1	0.830148488927296	0.967368008348195	Dst
chr1:clu_22424_+	Success	1.73021697063234	1	0.062853817637871	0.364730336867981	Dst
chr1:clu_22425_+	Success	2.12913707076859	1	0.0390595852531567	0.295054576099474	Dst
chr1:clu_22426_+	Success	9.87353582124342	6	0.00307147650260978	0.0795506198045027	Dst
chr1:clu_22427_+	Success	1.16820370276764	3	0.505582116657526	0.828593966517235	Imp4
chr1:clu_22428_+	Success	0.323329254888449	3	0.885672718404873	0.987871801467385	Plekhb2
chr1:clu_22429_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	Plekhb2
chr1:clu_22430_+	Not enough valid samples	NA	NA	NA	NA	NA
chr1:clu_22431_+	Success	9.01796486070452	7	0.0118089420527381	0.162868540117378	Hs6st1
chr1:clu_22432_+	Success	0.0152954245952515	1	0.861156325170407	0.977768266979078	Arid5a
chr1:clu_22433_+	Success	1.54936817830412	2	0.21238211907499	0.606666719010992	Arid5a
chr1:clu_22434_+	Success	0.00619776474195533	1	0.91135053364094	0.996079928302126	Cnnm3
chr1:clu_22435_+	Success	0.0194418408154888	2	0.980745932913687	1	Cnnm3
chr1:clu_22436_+	Success	0.00399713431033888	3	0.999810353168821	1	Cox5b
chr1:clu_22437_+	Success	1.65600513531854	1	0.0687753120533808	0.380578597668439	Inpp4a
chr1:clu_22438_+	Success	1.65116477438005	3	0.347318546504051	0.726102970034594	Inpp4a
chr1:clu_22439_+	Success	0.151342692733579	2	0.859553085584654	0.977326499637757	Inpp4a
chr1:clu_22440_+	Success	2.8593002700236	5	0.334570185631566	0.71585621455435	Unc50
chr1:clu_22441_+	Success	10.1801299371266	3	0.000142922620472315	0.01123996056634	Lipt1
chr1:clu_22442_+	Success	5.39614540654293	5	0.0556573706754255	0.34567761626087	Mrpl30
chr1:clu_22443_+	Success	5.63320019795356	3	0.0103692125499218	0.152326682268524	Mrpl30
chr1:clu_22444_+	Success	0.196593138847675	1	0.530629296030257	0.842793916892429	Eif5b
chr1:clu_22445_+	Success	7.13677301515236	2	0.000795314427547936	0.03422353027222	Eif5b
chr1:clu_22446_+	Success	0.0144957078224479	1	0.86479885919163	0.979303838892607	Eif5b
chr1:clu_22447_+	Success	1.21251782659965	4	0.658107707717655	0.897682004825398	Pdcl3
chr1:clu_22448_+	Success	0.234060429924284	3	0.925837175963959	1	Rpl31
chr1:clu_22449_+	Success	0.00222393926918585	1	0.946826570913343	1	Cnot11
chr1:clu_22450_+	Success	3.21858237927518	3	0.0921737832267277	0.424741460596006	Map4k4
chr1:clu_22451_+	Success	3.9067542112316	4	0.0986535023066817	0.437243579413256	Map4k4
chr1:clu_22452_+	Success	9.18715210676601	3	0.000368187594660876	0.0209016287135814	Map4k4
chr1:clu_22453_+	Success	0.00477338586460974	1	0.922164494198057	0.999136909297863	Map4k4
chr1:clu_22454_+	Success	0.656418003782164	2	0.518706013761027	0.835350487502165	Map4k4
chr1:clu_22455_+	Success	0.012590302657145	1	0.873917860833432	0.98287669250698	Map4k4
chr1:clu_22456_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr1:clu_22457_+	Success	0.680814392979073	1	0.243255398148184	0.636033757621754	Map4k4
chr1:clu_22458_+	Success	0.166820196120739	1	0.563523315266218	0.8556175363221	Map4k4
chr1:clu_22459_+	Success	2.17757556102788	1	0.0368971854735697	0.287529092266701	Map4k4
chr1:clu_22460_+	Success	2.88550081476569	6	0.449325444227867	0.794369245515714	Il1r1
chr1:clu_22461_+	Success	7.39553767585812	4	0.00515474648997179	0.106071505216201	Il1rl1
chr1:clu_22462_+	Success	0.206143730886879	1	0.52081075759736	0.836647365221331	Il1rl1
chr1:clu_22463_+	Success	0.473514962982563	2	0.622809264866457	0.881208967368846	Il1rl1
chr1:clu_22464_+	Success	0.535694123785561	1	0.300632084003792	0.68578345783104	Mrps9
chr1:clu_22465_+	Success	1.88143371405431	2	0.152371491930017	0.530075377035808	Mrps9
chr1:clu_22466_+	Success	0.00143915350008683	1	0.957214134696532	1	Mrps9
chr1:clu_22467_+	Success	1.4639472723652	3	0.402876546740283	0.764998635342265	Nck2
chr1:clu_22468_+	Success	0.428783236934407	1	0.354420593774018	0.73178293552677	Tpp2
chr1:clu_22469_+	Success	0.60091689695787	1	0.272955469812048	0.662269546501825	Tpp2
chr1:clu_22470_+	Success	1.14621540884627	2	0.3178373805736	0.701268096064729	Tpp2
chr1:clu_22471_+	Success	0.10543385364474	1	0.646088152447319	0.89173133068628	Tpp2
chr1:clu_22472_+	Success	0.477102934553841	3	0.812330814185201	0.961526607046524	Tpp2
chr1:clu_22473_+	Success	1.02021843270632	4	0.728321438279043	0.928181658804231	Tpp2
chr1:clu_22474_+	Success	2.06849181017014	1	0.0419558680929969	0.305600986472588	Tpp2
chr1:clu_22475_+	Success	0.177480401140201	4	0.985995489595019	1	Bivm
chr1:clu_22476_+	Success	2.54914287205838	3	0.164740038020271	0.544291721814303	Bivm
chr1:clu_22477_+	Success	0.209619181566268	1	0.517317331081191	0.834443057028661	Bivm
chr1:clu_22478_+	Success	3.50047755335254	8	0.536529622342598	0.844354266167601	Ercc5
chr1:clu_22479_+	Success	0.189553415833416	1	0.538081632912515	0.844853895338531	Ercc5
chr1:clu_22480_+	Success	0.512555013028532	2	0.598963263161642	0.870566382539381	Ercc5
chr1:clu_22481_+	Success	0.359779855013812	1	0.39628837021809	0.759974131988757	Ercc5
chr1:clu_22482_+	Success	0.0227007400320645	1	0.831267504127145	0.967593841130893	Ercc5
chr1:clu_22483_+	Success	0.439954244744968	2	0.644065889808008	0.890646192407497	Gulp1
chr1:clu_22484_+	Success	2.46953091051546	4	0.293607478750015	0.679473150552207	Gulp1
chr1:clu_22485_+	Success	0.532397676553956	2	0.587195375893296	0.865912031023642	Gulp1
chr1:clu_22486_+	Success	10.584542380835	5	0.000752584119896989	0.0331670244659272	Gulp1
chr1:clu_22487_+	Success	0.0707936344072095	1	0.706708123604596	0.919126927092647	Wdr75
chr1:clu_22488_+	Success	0.47765030910864	2	0.620239051010449	0.880170750825695	Wdr75
chr1:clu_22489_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr1:clu_22490_+	Success	0.00757770904147037	1	0.902022096054229	0.993183167376028	Gm28177,Stat1
chr1:clu_22491_+	Success	0.00766162083573363	1	0.901483860207745	0.993109136825889	Gm28177,Stat1
chr1:clu_22492_+	Success	1.68321556120804	2	0.185775641617903	0.57370739714583	Nemp2
chr1:clu_22493_+	Success	6.48799935000397	3	0.00468879815739297	0.1021680159009	Nemp2
chr1:clu_22494_+	Success	3.23281338637389	2	0.0394463646652396	0.296058615875291	Hibch
chr1:clu_22495_+	Success	7.2735572294132	2	0.000693640162742339	0.0317212213233593	Ormdl1,Osgepl1,Gm28778
chr1:clu_22496_+	Success	3.83212324136912	4	0.104681039007393	0.449193787373368	Osgepl1,Gm28778
chr1:clu_22497_+	Success	0.593853844688056	2	0.55219510465717	0.851552163400378	Osgepl1
chr1:clu_22498_+	Success	0.188118287591351	2	0.828516698191545	0.966909321441327	Coq10b
chr1:clu_22499_+	Success	1.23983158262126	4	0.648281083459261	0.893219419981362	Mob4
chr1:clu_22500_+	Success	0.854214927924545	1	0.191189215461897	0.58045493179739	9130024F11Rik
chr1:clu_22501_+	Success	4.72873328876813	5	0.0921507265319202	0.424741460596006	1700066M21Rik,Maip1
chr1:clu_22502_+	Success	0.985320411490648	2	0.373319591884538	0.746687593820868	Maip1
chr1:clu_22503_+	Success	2.09290557699978	3	0.24208630247455	0.635518916619448	Spats2l
chr1:clu_22504_+	Success	1.43177770113016	2	0.238883880412832	0.632891968938856	Spats2l
chr1:clu_22505_+	Success	0.0100363021324483	1	0.887334496425616	0.9883429932537	Spats2l
chr1:clu_22506_+	Success	0.00180619291586481	1	0.95207349976979	1	Aox1
chr1:clu_22507_+	Success	0.338698356691452	2	0.712697397069597	0.921221508957824	Aox1
chr1:clu_22508_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	Bzw1
chr1:clu_22509_+	Success	1.74865631169223	1	0.0614684991381667	0.360769865840306	Bzw1
chr1:clu_22510_+	Success	3.66079600153626	2	0.0257120377568328	0.239838803452283	Nif3l1
chr1:clu_22511_+	Success	1.52275005890556	1	0.0809611754948444	0.404702365469023	Nif3l1
chr1:clu_22512_+	Success	1.16414938437447	2	0.312188101200276	0.69580350269409	Nif3l1
chr1:clu_22513_+	Success	1.13238562669721	3	0.519303373278287	0.835918993052591	Ndufb3
chr1:clu_22514_+	Not enough valid samples	NA	NA	NA	NA	NA
chr1:clu_22515_+	Success	15.5253089751595	4	2.98946567017422e-06	0.000654525571690624	Casp8
chr1:clu_22516_+	Success	0.139074434679969	1	0.59791708797691	0.870146401769777	Casp8
chr1:clu_22517_+	Success	2.71411199652266	4	0.246111060663727	0.637898239250391	Cflar
chr1:clu_22518_+	Success	6.18160374117724	8	0.135719257676088	0.502092228500463	Cflar
chr1:clu_22519_+	Success	0.483562108114711	2	0.616583139559643	0.879071023310497	Cflar
chr1:clu_22520_+	Success	1.26853233972076	2	0.281244089802246	0.669312021713728	Cflar
chr1:clu_22521_+	Success	0.352382057620957	1	0.401187497897121	0.763718410738293	Stradb
chr1:clu_22522_+	Success	0.0367686067274917	2	0.963899149324622	1	Stradb
chr1:clu_22523_+	Success	4.54425332475427	1	0.00257220815297399	0.0707217486232514	Cdk15
chr1:clu_22524_+	Success	0.821106625913217	2	0.439944531005578	0.788139158510222	Cdk15
chr1:clu_22525_+	Success	1.47077734690993	2	0.229746822771635	0.624507825285202	Nop58
chr1:clu_22526_+	Success	0.228040323515984	1	0.499461407226719	0.82464163809006	Nop58
chr1:clu_22527_+	Success	0.239543204471829	1	0.488836427482319	0.818458947658674	Bmpr2
chr1:clu_22528_+	Success	0.300476514311868	2	0.740465294290987	0.933702990384404	Carf
chr1:clu_22529_+	Success	2.52455307168839	6	0.537530509074453	0.844853895338531	Carf
chr1:clu_22530_+	Success	2.33088327287714	2	0.097209846337554	0.434368185602511	Nbeal1
chr1:clu_22531_+	Success	1.49284439290932	4	0.560223197373302	0.854351302001144	Nbeal1
chr1:clu_22532_+	Success	2.07812033400398	2	0.125165260106903	0.484671303750924	Nbeal1
chr1:clu_22533_+	Success	0.0871897048960477	1	0.676248659071249	0.905276028661424	Nbeal1
chr1:clu_22534_+	Success	1.18309941024091	1	0.123988631369411	0.483034998337087	Cyp20a1
chr1:clu_22535_+	Success	1.92284384767845	3	0.278616423879919	0.66671105086523	Cyp20a1
chr1:clu_22536_+	Success	8.69312896910924	2	0.000167734368609627	0.0126114126376601	Cyp20a1
chr1:clu_22537_+	Success	0.170756262151826	1	0.558957462673534	0.853705443297577	Abi2
chr1:clu_22538_+	Success	0.337780514947099	2	0.713351840783656	0.92128796085919	Abi2
chr1:clu_22539_+	Success	0.0430304873144962	1	0.769245843597308	0.945679644576908	Pard3b
chr1:clu_22540_+	Success	6.33119065881692	6	0.0487218822994981	0.330833239394823	Nrp2
chr1:clu_22541_+	Not enough valid samples	NA	NA	NA	NA	Ino80dos
chr1:clu_22542_+	Success	0.971438448891604	1	0.16335650522686	0.542711727153721	Eef1b2
chr1:clu_22543_+	Success	3.058663863123	17	0.992362015603614	1	Fastkd2
chr1:clu_22544_+	Success	0.204984038457042	2	0.814660319543326	0.962217921556508	Fastkd2
chr1:clu_22545_+	Success	7.62048926438547	12	0.228521850744225	0.622845830416566	NA
chr1:clu_22546_+	Success	1.88523736669958	3	0.287339143551018	0.673913589913811	Creb1
chr1:clu_22547_+	Success	16.0775730063451	6	1.52372869840221e-05	0.00227876541081266	Creb1
chr1:clu_22548_+	Success	1.88251904632307	4	0.43873729336498	0.787863878491579	Creb1
chr1:clu_22549_+	Success	0.47575919687813	1	0.329333104187804	0.711554647540875	Creb1
chr1:clu_22550_+	Success	0.408246652909384	1	0.366207439787523	0.740915591935013	Creb1
chr1:clu_22551_+	Success	4.40633394468387	2	0.0121998216685239	0.165437352847846	Ccnyl1
chr1:clu_22552_+	Success	0.0282379162856614	1	0.812155324771809	0.961526607046524	Pikfyve
chr1:clu_22553_+	Success	3.44728737111836	3	0.0753350361645871	0.392891026719225	Pikfyve
chr1:clu_22554_+	Success	0.980911813792545	3	0.580368041631773	0.862872943226427	Pikfyve
chr1:clu_22555_+	Success	0.638467799533828	2	0.528100961003151	0.84120864795009	Pikfyve
chr1:clu_22556_+	Success	1.12734524681218	2	0.323891969320583	0.706546437330789	Pikfyve
chr1:clu_22557_+	Success	2.716346411833	2	0.0661158738570091	0.37408708615229	Pikfyve
chr1:clu_22558_+	Success	1.87501622663513	7	0.808076516752865	0.960040174268772	Rpe
chr1:clu_22559_+	Success	1.85933565051528	2	0.155776085761231	0.534326314655656	Rpe
chr1:clu_22560_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	Atic
chr1:clu_22561_+	Success	0.299809811048817	1	0.438723194292104	0.787863878491579	Atic
chr1:clu_22562_+	Not enough valid samples	NA	NA	NA	NA	NA
chr1:clu_22563_+	Success	1.56121168786422	1	0.0772218606594898	0.396734138435365	Xrcc5
chr1:clu_22564_+	Success	0.000639109377800651	1	0.971479959251129	1	Xrcc5
chr1:clu_22565_+	Success	0.274644866912581	2	0.759841920322309	0.941717753508243	Xrcc5
chr1:clu_22566_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	Xrcc5
chr1:clu_22567_+	Success	2.95258710480482	1	0.0150964725563989	0.181768702562043	Xrcc5
chr1:clu_22568_+	Success	2.31002340784835	2	0.0992589280945161	0.438022020943895	Smarcal1
chr1:clu_22569_+	Success	1.13749604387215	2	0.320620838053189	0.702823475838181	Smarcal1
chr1:clu_22570_+	Success	8.47792090410849	2	0.000208010727700763	0.0142677633977807	Smarcal1
chr1:clu_22571_+	Success	1.01528129081453	1	0.154163532116039	0.532228182504555	Rpl37a
chr1:clu_22572_+	Success	18.740982844145	8	9.38192800382737e-06	0.00156089570586186	Igfbp2
chr1:clu_22573_+	Success	0.164359640512885	1	0.566414196715013	0.857007173405573	Igfbp2
chr1:clu_22574_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	Igfbp2
chr1:clu_22575_+	Not enough valid samples	NA	NA	NA	NA	NA
chr1:clu_22576_+	Success	0.55303549999519	1	0.292937623396023	0.678668998315615	Arpc2
chr1:clu_22577_+	Success	1.51677954874685	3	0.386479909131502	0.754275690253213	Pnkd
chr1:clu_22578_+	Not enough valid samples	NA	NA	NA	NA	Catip
chr1:clu_22579_+	Success	2.08555238393819	2	0.124238473870498	0.483526529136488	Ctdsp1
chr1:clu_22580_+	Success	1.29228510165422	1	0.107909695808084	0.455119826610518	Ctdsp1
chr1:clu_22581_+	Success	0.151779724425978	1	0.581659523029814	0.863419093468565	Cnot9
chr1:clu_22582_+	Success	0.0211510089254716	2	0.979071104930162	1	Cnot9
chr1:clu_22583_+	Success	1.46004397841921	1	0.0874830951819644	0.417511311023416	Cnot9
chr1:clu_22584_+	Success	1.149959102293	2	0.316649719361684	0.699949076770098	Cnot9
chr1:clu_22585_+	Success	0.66542211124596	1	0.248655085262038	0.639705994872293	Plcd4
chr1:clu_22586_+	Success	1.80603407853016	2	0.164304464980327	0.543866061632993	Plcd4
chr1:clu_22587_+	Success	4.98283299381183	3	0.0188602531199493	0.204266550386811	Bcs1l
chr1:clu_22588_+	Success	2.40939922294638	4	0.306400218459883	0.69028327122243	Bcs1l
chr1:clu_22589_+	Success	0.268972661339774	1	0.463285500911351	0.803816980390829	Bcs1l
chr1:clu_22590_+	Success	2.53903296140174	2	0.078942703531763	0.399132442316144	Stk36
chr1:clu_22591_+	Success	1.0929165764565	1	0.139285674598353	0.507856427179287	Stk36
chr1:clu_22592_+	Success	3.07820222168743	2	0.0460419555187531	0.32218773680318	Stk36
chr1:clu_22593_+	Success	0.765614565662872	3	0.675081644523562	0.90461792189277	Ttll4
chr1:clu_22594_+	Success	0.0472108174689083	1	0.758629469161529	0.941216585166919	Ttll4
chr1:clu_22595_+	Success	2.9926757271744	2	0.05015306111902	0.334692979097935	Retreg2
chr1:clu_22596_+	Success	1.85955846258548	2	0.155741380835556	0.534326314655656	Retreg2
chr1:clu_22597_+	Success	1.1342411179121	1	0.132029147552508	0.495389869785718	Retreg2
chr1:clu_22598_+	Success	0.396739227515013	1	0.373050385263099	0.746675289148947	Retreg2
chr1:clu_22599_+	Success	1.4062383410153	1	0.0935338720392611	0.427035853724964	Zfand2b
chr1:clu_22600_+	Success	0.986684888751142	1	0.160090632931979	0.539036178528138	Zfand2b
chr1:clu_22601_+	Success	4.48783153098702	4	0.0617106755991066	0.361338846768581	Ankzf1
chr1:clu_22602_+	Success	1.32191368779809	1	0.103952836192446	0.447957636705864	Ankzf1
chr1:clu_22603_+	Success	2.27470116101694	1	0.0329302393408863	0.270803723041279	Ankzf1
chr1:clu_22604_+	Success	1.0152542009364	4	0.730147391406507	0.929080984192546	Stk16
chr1:clu_22605_+	Success	0.0717411404307313	1	0.704843405299522	0.918413296127897	Stk16
chr1:clu_22606_+	Success	0.702209252482135	3	0.704499336654847	0.918349028129072	Stk16
chr1:clu_22607_+	Success	0.0311861793153412	1	0.802784875228484	0.958210243730035	Dnajb2
chr1:clu_22608_+	Success	0.100346094346605	2	0.904524313106029	0.993260097142631	Dnajb2
chr1:clu_22609_+	Success	2.78455398440019	3	0.134563130747035	0.500166204303255	Dnajb2
chr1:clu_22610_+	Success	7.93966086868841	3	0.00120044770128184	0.0442178367277005	Speg
chr1:clu_22611_+	Success	0.059022486818094	1	0.731164622629991	0.929477740069498	Speg
chr1:clu_22612_+	Success	4.40379715671617	1	0.00299979296380645	0.0783049760357598	Speg
chr1:clu_22613_+	Success	4.86866412613017	8	0.283948198844017	0.670899296788952	Speg
chr1:clu_22614_+	Success	0.0459868650959834	2	0.955054506657605	1	Speg
chr1:clu_22615_+	Success	0.0932421205016567	1	0.665859005149545	0.901077318197403	Speg
chr1:clu_22616_+	Success	0.191128163489424	1	0.536398155259422	0.844268732064634	Speg
chr1:clu_22617_+	Success	0.281708153075101	1	0.452887026576254	0.796554952865092	Speg
chr1:clu_22618_+	Success	0.241846957021835	1	0.486753872489666	0.817670021010138	Speg
chr1:clu_22619_+	Success	0.357955612859769	1	0.397488385140656	0.760575682765041	Speg
chr1:clu_22620_+	Success	5.15180131398301	12	0.589344618646417	0.866867257865081	Gmppa
chr1:clu_22621_+	Success	0.000441975050250676	1	0.976281350490246	1	Gmppa
chr1:clu_22622_+	Success	0.099575734594282	1	0.655406629113956	0.896637108146851	Gmppa
chr1:clu_22623_+	Success	0.881852515706328	1	0.184163053601425	0.571772484510924	Gmppa
chr1:clu_22624_+	Success	2.43731388251433	2	0.0873952904735624	0.417510150344822	Inha
chr1:clu_22625_+	Success	0.00730944613900419	1	0.903763421411193	0.993184795726797	Stk11ip
chr1:clu_22626_+	Success	1.22278769658078	5	0.78466828366689	0.951981629018329	Slc4a3
chr1:clu_22627_+	Success	0.0660299299167946	1	0.716305793647092	0.923158819533623	Slc4a3
chr1:clu_22628_+	Success	0.00177839790660528	1	0.952443253001194	1	Slc4a3
chr1:clu_22629_+	Success	0.414044070894761	1	0.362825945925098	0.737782932467351	Slc4a3
chr1:clu_22630_+	Success	0.0299770819988794	1	0.806568400833048	0.959588274330188	Slc4a3
chr1:clu_22631_+	Success	2.04307752711065	3	0.252309966886862	0.642526136853056	Acsl3,Utp14b
chr1:clu_22632_+	Success	0.0191162365410946	1	0.844977069110934	0.972592523338858	Rhbdd1
chr1:clu_22633_+	Success	5.61221713697523	3	0.0105721638476057	0.153896919707399	Rhbdd1
chr1:clu_22634_+	Success	0.88612242840918	2	0.412251191046902	0.770171635614824	Rhbdd1
chr1:clu_22635_+	Success	0.00453238241880172	1	0.924148774960635	0.999806446342359	Mff
chr1:clu_22636_+	Success	0.0457481501089205	2	0.955282519695788	1	Mff
chr1:clu_22637_+	Success	1.15107232438822	1	0.129195502356942	0.49030321547951	Mff
chr1:clu_22638_+	Success	1.53347925012349	8	0.930085470622073	1	Mff
chr1:clu_22639_+	Success	0.314889416797428	1	0.427436450781376	0.780288206042203	Agfg1
chr1:clu_22640_+	Success	0.393197768666141	2	0.674895261251258	0.904487219525216	Agfg1
chr1:clu_22641_+	Success	0.575398355032576	2	0.562480757131582	0.854942870108384	Agfg1
chr1:clu_22642_+	Success	0.00995061675166653	1	0.88781327507411	0.988495228360204	Agfg1
chr1:clu_22643_+	Success	0.0949880067164486	2	0.90938384090109	0.995122629259538	Agfg1
chr1:clu_22644_+	Success	0.467757611059824	1	0.333433886878374	0.714878074115734	Agfg1
chr1:clu_22645_+	Success	0.589779492752086	1	0.277445795620299	0.665415945864703	Fbxo36
chr1:clu_22646_+	Success	1.72924004356719	1	0.0629281343896875	0.364799735517886	Sp140,Gm6264
chr1:clu_22647_+	Success	0.0260435736381623	2	0.974292635209059	1	Gm6264,Gm2427
chr1:clu_22648_+	Success	0.846838516635216	1	0.193116963664442	0.582382450245579	Gm2427,Gm6264
chr1:clu_22649_+	Success	0.306361537453995	2	0.736120436233048	0.932119199750911	Gm2427,Sp140
chr1:clu_22650_+	Success	4.48717534476327	5	0.110091606533892	0.458950794360686	Cab39
chr1:clu_22651_+	Success	0.585724318743814	2	0.55670248569825	0.852905396503312	Itm2c
chr1:clu_22652_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
