"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000026437",30098.3767559259,-0.951348800237898,0.233448498990644,-4.07519776032497,4.59752594943009e-05,0.00159952302961374
"ENSMUSG00000009772",75945.7290342507,0.67013969435389,0.222608936029521,3.0103899075508,0.00260912515111581,0.045351597813744
"ENSMUSG00000100658",11.8803068341922,-2.39785727319272,0.750656956741067,-3.19434496897607,0.00140148536726317,0.0271071337166833
"ENSMUSG00000026023",358.621321486907,3.31425322328104,0.29889190659202,11.0884676037913,1.42711470221778e-28,1.87212264553875e-25
"ENSMUSG00000103114",34.9239412400427,1.73708127871906,0.490984706564318,3.53795394336076,0.000403240388137621,0.00978527083335917
"ENSMUSG00000090124",578.315063650869,-1.20008594291068,0.258593400028303,-4.64082201161874,3.47025940536235e-06,0.000171976894039054
"ENSMUSG00000090145",12.6192764977732,2.70439855762353,0.783621165611241,3.45115557912992,0.000558191698786778,0.0127543371666434
"ENSMUSG00000079429",2992.69949950475,0.918561993665465,0.236197967316401,3.8889496133343,0.000100679015432656,0.00306308693473896
"ENSMUSG00000062310",98.6515764263744,-3.33209024872606,0.512518232096083,-6.50140822327152,7.95715761847855e-11,1.0140146974268e-08
"ENSMUSG00000100798",37.1628368879329,-2.88350874706331,0.509366309449348,-5.66097265086207,1.50517416415939e-08,1.29601888165708e-06
"ENSMUSG00000026301",49.5588433914429,2.02324586960252,0.395564749697458,5.11482853603606,3.1402607847572e-07,2.01818316313747e-05
"ENSMUSG00000044337",6171.74110225838,2.24326093217188,0.308893041115123,7.26225791320377,3.8068144113227e-13,7.64826740422591e-11
"ENSMUSG00000026014",1816.02214719936,-1.17893953235032,0.310255044256982,-3.79990447914786,0.000144751872012049,0.00418399228996005
"ENSMUSG00000101028",27.4201370582075,1.92588487511433,0.553554027916714,3.47912719985499,0.000503049749742298,0.0117225835621766
"ENSMUSG00000103292",407.681468824608,1.33853640741903,0.266317754197433,5.02608777042599,5.00586848423424e-07,3.03358350725293e-05
"ENSMUSG00000048126",99.6300952514742,-3.06522677862779,0.379472118194356,-8.07760736997773,6.60498667597816e-16,1.91295854364921e-13
"ENSMUSG00000026639",85.0009176875351,-2.87845140690203,0.387424278109081,-7.42971354544691,1.08833111769649e-13,2.35639536463586e-11
"ENSMUSG00000045216",50740.7645271254,0.672758374655761,0.218870521516793,3.07377334322358,0.00211369953769152,0.0380142043468215
"ENSMUSG00000047180",323.31225275638,1.28576415933982,0.377413480784169,3.40677857258392,0.000657344318134245,0.0145734904590316
"ENSMUSG00000070732",18.9095749345209,-2.06102518574861,0.588981405466125,-3.49930433562244,0.000466473825869567,0.0110082886674256
"ENSMUSG00000026308",660.986483860862,-1.93995309488512,0.411361036509073,-4.71593788110831,2.40599839701546e-06,0.000124781791283353
"ENSMUSG00000041577",21.31507169277,2.76245429663849,0.619732854364131,4.45749209064101,8.29240957848352e-06,0.000377406175530125
"ENSMUSG00000100987",19.5775886807684,2.08154943957147,0.594561703865734,3.50098135489993,0.000463548273655063,0.0109508369182008
"ENSMUSG00000041559",306.557846459149,3.13288288423209,0.362858070639768,8.63390713263835,5.92911422262708e-18,2.54279185151551e-15
"ENSMUSG00000037408",2599.77425572838,-0.770071219553236,0.220117610951822,-3.49845346868582,0.000467964737783708,0.0110231769813199
"ENSMUSG00000042429",180.518071042551,1.42718042813827,0.291466300738561,4.89655381950457,9.75319450556953e-07,5.56281306058072e-05
"ENSMUSG00000042793",23.0217557149625,-3.61721654486516,0.750418701092035,-4.82026439319977,1.43368086385055e-06,7.81724130678023e-05
"ENSMUSG00000003051",1833.70558324346,1.40032802789546,0.361013912939075,3.87887551616821,0.0001049404360034,0.00317540931249909
"ENSMUSG00000026564",41.8898551183588,1.41925830511344,0.438231012341304,3.23860764104958,0.00120114686603795,0.0239809993370747
"ENSMUSG00000034159",10.6887084809209,4.05013161428562,0.966412337565043,4.19089394542527,2.77857523731293e-05,0.00105382663889993
"ENSMUSG00000047793",5128.43833417648,2.96652856311353,0.414440495266914,7.15791192461291,8.19151527976027e-13,1.57481881253391e-10
"ENSMUSG00000009418",2658.77680688641,-1.01814578998262,0.313246300151197,-3.25030427970319,0.00115281589886871,0.0233505425619175
"ENSMUSG00000026421",140730.586618429,-1.26250454603724,0.376049879217818,-3.3572794881978,0.000787135021765268,0.01687874819268
"ENSMUSG00000041782",39709.2871912613,-1.18958853241732,0.312649711431461,-3.80486048418471,0.000141884140190691,0.00411999766978204
"ENSMUSG00000026678",16.873033573392,2.98278349046549,0.796243976011856,3.7460672611997,0.000179628447761021,0.00500111612174598
"ENSMUSG00000038530",23.3168362234066,1.84680063329041,0.521900924625183,3.5386038731714,0.000402248986550792,0.00977228493401693
"ENSMUSG00000026674",70.2585489725926,1.44657097007398,0.344972981089967,4.19328773373332,2.74940343866194e-05,0.00104453911559795
"ENSMUSG00000073494",5.34561385632789,-5.77448968539352,1.49603497337263,-3.8598627626837,0.000113450722259616,0.00338696727859665
"ENSMUSG00000102418",104.844619728181,-3.54152161355594,0.53397437182895,-6.63238125347784,3.30314054139658e-11,4.84627218511086e-09
"ENSMUSG00000026414",4710.91605973301,-2.9846250154561,0.398456604930447,-7.49046440321171,6.86303385323197e-14,1.53471154808701e-11
"ENSMUSG00000026413",62.6279186570285,-3.11785633739262,0.495816446033689,-6.28832779213777,3.20903773955674e-10,3.80663567180079e-08
"ENSMUSG00000038370",9550.52031029471,1.51231746983367,0.296630720813889,5.09831707816441,3.42686458664812e-07,2.17109395303522e-05
"ENSMUSG00000026335",11024.9995445046,-0.998063456330566,0.274261871379564,-3.63908935394559,0.000273603859382722,0.00703719639862068
"ENSMUSG00000006403",17371.7507716969,1.29315241173439,0.2568112659029,5.0354193270607,4.76803906226717e-07,2.92120986614341e-05
"ENSMUSG00000097113",271.586214639742,1.37610246290619,0.315443474685567,4.36243756279279,1.28621299597472e-05,0.000545320076487306
"ENSMUSG00000044340",5052.94544775077,-0.801093597184663,0.246329287316415,-3.2521248525176,0.00114545694080444,0.0232225774880725
"ENSMUSG00000026069",7061.40952137119,-2.6752962389376,0.310895644780197,-8.60512613751483,7.62328803356938e-18,3.14827678586353e-15
"ENSMUSG00000026068",218.69697641618,-2.85446667892184,0.427631245204429,-6.67506575100064,2.47121345771473e-11,3.69869337721451e-09
"ENSMUSG00000026193",1284657.53805907,-1.54688903049857,0.217194940775446,-7.12212275744429,1.0627733226876e-12,2.00855151434374e-10
"ENSMUSG00000002459",934.721637762147,-1.37800235449821,0.296433628640435,-4.64860333430552,3.34190188010968e-06,0.000166728755768067
"ENSMUSG00000099707",19.0345496325071,-2.60075217517177,0.662767785406995,-3.92407753127996,8.70626957236892e-05,0.00273057507672489
"ENSMUSG00000026051",225.089455923963,4.21935374997609,0.363069061945675,11.6213530488241,3.21011563464005e-31,5.50682990523906e-28
"ENSMUSG00000102278",115.558294365904,-2.38601770320451,0.363541129689293,-6.56326755996979,5.26412666643562e-11,7.15824931635249e-09
"ENSMUSG00000037995",8009.42366569012,-1.41061923516486,0.236567630325688,-5.96285820347793,2.47863504611864e-09,2.48991171907621e-07
"ENSMUSG00000026547",110839.238469489,-1.47273738338709,0.334003821409086,-4.4093429146228,1.03684735077302e-05,0.000456069679873552
"ENSMUSG00000097028",7.3954508813005,-3.43308299460024,1.05766919374426,-3.24589485531554,0.00117082073542745,0.0235274638503448
"ENSMUSG00000032487",270.51336207118,-2.22363787670476,0.455976516587758,-4.87664999361166,1.07902645912013e-06,6.09199216831344e-05
"ENSMUSG00000026173",1242.84783182094,2.29054267940774,0.312970165802136,7.31872532813831,2.50337396856199e-13,5.21754606288794e-11
"ENSMUSG00000055033",53.1657358067597,2.02430506478507,0.460025226248844,4.40042186662618,1.08040625433383e-05,0.000469671342649098
"ENSMUSG00000026532",3157.05411202794,3.49924121087602,0.336204824694495,10.4080636381579,2.27808107717913e-25,2.20884722183355e-22
"ENSMUSG00000026525",165.611865879491,-1.2414058039575,0.263235203098711,-4.71595664008506,2.40577669985226e-06,0.000124781791283353
"ENSMUSG00000066842",1281.09105760734,2.8967545516582,0.833692952832725,3.4746060186974,0.000511604151184117,0.0119094824379509
"ENSMUSG00000006542",139.401590536062,1.67739289918997,0.318834965123821,5.26100673600381,1.43268784843618e-07,9.9533868249144e-06
"ENSMUSG00000026202",42458.7448884985,-0.997426014266278,0.32101911511017,-3.10706112912925,0.00188957321153738,0.0348259274301612
"ENSMUSG00000026204",791.164036024772,-2.53533378238052,0.369143976486445,-6.86814344503767,6.50428027119227e-12,1.05877338925444e-09
"ENSMUSG00000006411",374.984952885626,-1.15537284770191,0.306288378954581,-3.77217330819214,0.000161831782759231,0.00458578219480763
"ENSMUSG00000038235",8182.81421110092,-0.621078870328656,0.201194177362897,-3.08696244826412,0.00202213139925199,0.0366630506786331
"ENSMUSG00000038576",274.918894867899,1.66006696741816,0.337816801391278,4.91410421441822,8.91893014854941e-07,5.12631601141238e-05
"ENSMUSG00000049353",54.9103820246468,4.4525406312636,0.541185860920955,8.22737797267386,1.91355906937809e-16,6.18467837771024e-14
"ENSMUSG00000050530",10164.4660374361,-1.33260216147948,0.209343711623129,-6.36561829895561,1.94504592080211e-10,2.37029885682011e-08
"ENSMUSG00000027297",66.3941706033432,1.72325941220521,0.386005620085635,4.46433762239758,8.03168318142914e-06,0.000368548491006279
"ENSMUSG00000036067",1377.17435034688,1.81524452495865,0.325153124243463,5.58273745387561,2.36762025051661e-08,1.94202442627877e-06
"ENSMUSG00000087364",265.292647682726,5.38984033719045,0.41268338946804,13.0604731732433,5.53824803068071e-39,3.08771173330526e-35
"ENSMUSG00000036040",387.853351635384,4.16379441823397,0.436996776242031,9.5282039699255,1.60027757281819e-21,1.04964088680642e-18
"ENSMUSG00000026888",1877.51996228288,1.3955775348201,0.231294713220138,6.03376322523998,1.60184723071448e-09,1.67712653014853e-07
"ENSMUSG00000026657",8385.14384486804,-1.2019176190064,0.290370400840713,-4.13925667191448,3.48432946590434e-05,0.00127175174172067
"ENSMUSG00000086560",86.3791041749819,-1.34108873543566,0.413204055883626,-3.24558463630706,0.00117209717416476,0.0235274638503448
"ENSMUSG00000026833",5059.92739912043,1.11470302221281,0.199954466220136,5.57478431607323,2.47836730532231e-08,2.0069621479091e-06
"ENSMUSG00000061411",2535.90381118027,0.671047727436206,0.222073242697903,3.02174057209164,0.00251325842886361,0.0438905060470535
"ENSMUSG00000045319",8576.08695324428,1.14306654110495,0.29082236572458,3.9304629761092,8.47824487418091e-05,0.00267430465260408
"ENSMUSG00000027022",20.8830749039969,2.89851767518367,0.901393925904478,3.21559486023298,0.00130174464255365,0.0254968889885993
"ENSMUSG00000044083",58.8202724113396,-1.50833274677772,0.441172235242721,-3.4189203813968,0.000628701196739,0.014100501218897
"ENSMUSG00000002107",5573.47545753687,1.01529566635428,0.308732200321886,3.28859660668932,0.00100688222588093,0.020771952376846
"ENSMUSG00000002100",46.9564709607339,2.5982375222031,0.75592023901965,3.4371847558583,0.000587794508955726,0.0132945287466751
"ENSMUSG00000086006",10.6974895230255,5.14552471690556,1.22807901538903,4.18989710957283,2.79080971854211e-05,0.00105582659311
"ENSMUSG00000075302",719.607507944934,0.826056287148689,0.258816631435422,3.19166617140213,0.00141454717350292,0.0273123952521979
"ENSMUSG00000026773",1697.08221602806,1.55926094165495,0.296023803487414,5.26734986607671,1.38407271668314e-07,9.70850870589762e-06
"ENSMUSG00000016349",15.9247753921025,3.19186976587196,1.0507468676405,3.03771523301272,0.00238379103228608,0.0419581087695436
"ENSMUSG00000027611",144.397850759292,-1.36419861995491,0.457694501216906,-2.98058774210269,0.00287695807225864,0.0490512553283181
"ENSMUSG00000027254",1170.21024133256,0.979527735972433,0.260446443887899,3.76095646133698,0.000169264892968238,0.00474382002988226
"ENSMUSG00000085001",9.23407421749133,3.77066372903282,1.00788681064471,3.74115792488728,0.00018317436949118,0.00506602099883449
"ENSMUSG00000007476",2971.24405954911,-0.626061069999994,0.197488592870318,-3.17011256650707,0.00152379892921985,0.0289950852564265
"ENSMUSG00000067818",23799.9987717377,-1.05820210873401,0.340700717327257,-3.10595797107632,0.00189663671095,0.0348984284578349
"ENSMUSG00000045967",47.2149268825273,4.12398797785713,0.509642914080659,8.09191664186358,5.87331012353268e-16,1.72343011927503e-13
"ENSMUSG00000047363",301.441457265636,0.88160237131279,0.296255007797034,2.97582268015797,0.00292203762505119,0.0497058436889906
"ENSMUSG00000039476",6702.08744677178,-1.01290600823009,0.317122444257475,-3.19405335879569,0.00140290184375238,0.0271110173462062
"ENSMUSG00000016024",2727.31395555617,3.68507176921883,0.366612363575397,10.0516843820543,9.03103961801346e-24,7.19290051861851e-21
"ENSMUSG00000027204",764.905327478329,-0.813237259500223,0.263435610891614,-3.08704376279187,0.00202157832374352,0.0366630506786331
"ENSMUSG00000035109",412.208927683731,-1.24628065106157,0.330649275347253,-3.76919214401033,0.000163776776190563,0.00462913293514037
"ENSMUSG00000026986",69.1304979112216,3.89604401121113,0.488503588908372,7.97546650561437,1.51806322378756e-15,4.28535796882107e-13
"ENSMUSG00000061809",18.5029422525943,2.90626509203224,0.687390405015088,4.2279686635551,2.35810624103991e-05,0.000912922259351093
"ENSMUSG00000023330",1906.19772221522,-1.07348169995248,0.256794868263034,-4.18030822505733,2.91114234304091e-05,0.00109295261602955
"ENSMUSG00000027412",455.342037313651,-2.65252132761543,0.402113610167238,-6.59644752265972,4.21126467528393e-11,6.02021881560941e-09
"ENSMUSG00000085261",9.04950258545707,6.71711866044074,1.39148082167673,4.82731673753624,1.38384934286375e-06,7.59372676161904e-05
"ENSMUSG00000027221",1521.77650227755,3.66169708580619,0.321835499818095,11.3775425267748,5.4102847355993e-30,8.04365065924001e-27
"ENSMUSG00000075028",1989.0989387301,0.930992727916527,0.257537913397225,3.61497348345976,0.000300378364853448,0.00760645986067826
"ENSMUSG00000053141",7.40530398599867,4.5855505708886,1.27310117064742,3.60187444377001,0.000315930952539707,0.00795744694387287
"ENSMUSG00000017868",20.919220093938,2.16298542924392,0.643990127121795,3.35872451789131,0.000783030841772956,0.0168393161064404
"ENSMUSG00000026841",86.2973557795903,-3.05428188989762,0.466158743827901,-6.55202102360483,5.67635479041027e-11,7.62580651692407e-09
"ENSMUSG00000017009",64186.6089014804,0.660074816178736,0.202463242562019,3.26022051126905,0.00111325625200887,0.0226314746363262
"ENSMUSG00000027368",713.875669723475,-1.00064325523434,0.312364507019285,-3.20344735957009,0.00135792862329893,0.0264020629713944
"ENSMUSG00000017754",18022.485700924,1.12463445572201,0.370832790124575,3.03272657022646,0.00242355087304205,0.0425571716690635
"ENSMUSG00000017737",163.238467878577,-1.75732461599564,0.520142407012165,-3.37854516821686,0.000728704605297514,0.0158390267083234
"ENSMUSG00000074813",2446.97311205032,-1.41197371226075,0.262313337281708,-5.38277514552901,7.33461384989957e-08,5.45230744888701e-06
"ENSMUSG00000027386",7300.88952847116,2.15299447532531,0.332214807033874,6.48073002690029,9.12798744866577e-11,1.15660936416304e-08
"ENSMUSG00000103009",980.901569682377,-0.756022687757487,0.221140783646384,-3.41873929942478,0.000629119712694613,0.014100501218897
"ENSMUSG00000005087",21063.380370402,-1.49376702695411,0.286273995580806,-5.21796268614439,1.80901895534515e-07,1.22251308251976e-05
"ENSMUSG00000027397",10451.3304495215,-1.52083067989026,0.263153867303963,-5.7792450305645,7.50365760045251e-09,6.85815853064309e-07
"ENSMUSG00000032724",5722.67578354611,-0.875650798109148,0.234925713473274,-3.72735187290925,0.000193502217627694,0.0052857856712775
"ENSMUSG00000037902",8339.58072223281,0.761658056108954,0.23458535334603,3.24682698746948,0.00116699307417582,0.0235274638503448
"ENSMUSG00000044628",22.7589982032216,2.1361520644632,0.584091455586094,3.65722190255245,0.000254963643496542,0.00663470736711364
"ENSMUSG00000074796",926.191390377909,-1.04036102530269,0.274116969530617,-3.79531784217572,0.00014745442667509,0.00424307247649185
"ENSMUSG00000016458",316.091632719935,2.34035619342089,0.40869911111794,5.72635498770518,1.02611393423542e-08,9.08070112991429e-07
"ENSMUSG00000055312",17.7734478646197,6.73871210394435,1.36732175429807,4.92840261098877,8.29046416434145e-07,4.82730134018221e-05
"ENSMUSG00000038987",1175.66138575061,-1.31679468147487,0.281572407127924,-4.67657571601691,2.9170492462053e-06,0.00014751273296967
"ENSMUSG00000027318",19.1081807134105,1.91286551898817,0.594392801798023,3.21818419267831,0.00129004945397575,0.02530289610652
"ENSMUSG00000015090",40.1699235172531,4.28127915848402,0.60655004154596,7.05841046119129,1.68417962127174e-12,3.04999394210749e-10
"ENSMUSG00000048482",1406.0418707754,-1.22853367227502,0.284169213996211,-4.32324689574362,1.53749506005214e-05,0.000639695472653412
"ENSMUSG00000029419",858.984360918662,1.1660456384815,0.269003924254486,4.33467891486365,1.45973025845119e-05,0.000611906851385712
"ENSMUSG00000004105",15306.3202214797,-1.17881996013957,0.252619019200467,-4.66639433511579,3.06531163762674e-06,0.000153962871240347
"ENSMUSG00000074971",2406.41474891128,1.39550327963902,0.273015650896999,5.11144058977595,3.19711371198755e-07,2.04881703709869e-05
"ENSMUSG00000027335",416.735092329955,1.2105257291532,0.300965048850546,4.02214720206373,5.76699961975075e-05,0.00193398283488814
"ENSMUSG00000034059",587.050543844629,1.21029919466699,0.27463172185361,4.40698979163132,1.04817126106066e-05,0.000460143056947121
"ENSMUSG00000050896",1657.7616435036,0.966710678712652,0.274567945718652,3.52084317847953,0.000430176945422132,0.010282289453225
"ENSMUSG00000038400",17379.2681340468,-1.97023909378195,0.281520058285075,-6.99857447381897,2.58579901862224e-12,4.40197739803775e-10
"ENSMUSG00000074934",9.29718123927625,-3.48462952569872,1.032187826121,-3.37596456528081,0.00073557392216357,0.0159572315546399
"ENSMUSG00000047250",31.1145178564585,-1.62051861494265,0.521443359432218,-3.10775578138953,0.00188513777277375,0.034772917676284
"ENSMUSG00000027435",46.8056889454951,-2.93759060154181,0.632984337061637,-4.64085827965087,3.46965032070191e-06,0.000171976894039054
"ENSMUSG00000035403",339.826108845152,2.45831429177464,0.319861735756605,7.68555290291198,1.52337639397428e-14,3.73327658923301e-12
"ENSMUSG00000027456",71.5086336155155,-2.78011903464764,0.396790737132721,-7.00651193305888,2.44332731188715e-12,4.19669236126122e-10
"ENSMUSG00000017412",452.095314983148,1.43462788962991,0.338943679269552,4.23264387971959,2.30960063771608e-05,0.000900461605274584
"ENSMUSG00000026826",1107.52175167468,-1.331027552116,0.375089187415075,-3.54856283991754,0.00038733956236301,0.00947155655729988
"ENSMUSG00000026832",18.0689052492041,4.00266403494683,0.759990000818684,5.26673249731581,1.38873336495285e-07,9.70850870589762e-06
"ENSMUSG00000026836",9975.85033395605,-0.764271074774648,0.203264835978846,-3.75997683561059,0.000169929090990647,0.00475481638416864
"ENSMUSG00000026971",32.6641842252692,2.95148612767095,0.611450365299296,4.82702488243055,1.38587811846058e-06,7.59372676161904e-05
"ENSMUSG00000031351",2399.97427076245,1.38954735018447,0.248904057452525,5.5826625102305,2.36864106518912e-08,1.94202442627877e-06
"ENSMUSG00000025271",477.884883922217,-0.775974581024596,0.235162913884063,-3.29973195266307,0.000967772153336684,0.0201139671869165
"ENSMUSG00000052821",175.582772112803,4.32910671664583,0.448116550499706,9.66067134056606,4.42951567763321e-22,2.9934130038454e-19
"ENSMUSG00000073010",126.166764073548,3.46640193445922,0.423547734219646,8.18420606320986,2.74104704830044e-16,8.73258431773546e-14
"ENSMUSG00000036502",56.7113844211076,2.89371157166884,0.583731541668658,4.95726436744682,7.14926673573568e-07,4.18466660035804e-05
"ENSMUSG00000002007",511.876309533399,1.13587714184847,0.346232759164363,3.28067495574343,0.00103559014608877,0.0212462703292785
"ENSMUSG00000031253",256.868848044661,1.89951550870881,0.428985197307746,4.42792786471402,9.51427078345853e-06,0.000424355505483818
"ENSMUSG00000037010",8687.50899196595,3.45557098887469,0.291087705268621,11.8712364910288,1.66981211003882e-32,3.72384798659757e-29
"ENSMUSG00000037005",43.1972893114394,1.51776137881445,0.506451790166216,2.99685262898631,0.00272782547976736,0.0470481330427625
"ENSMUSG00000031101",212.52538131108,4.41998054760606,0.47110523652806,9.382151173229,6.464021631693e-21,4.00428184467738e-18
"ENSMUSG00000031103",1939.75861417326,-1.22484290989579,0.323812269839262,-3.78257102642772,0.000155216782528762,0.0044435038089524
"ENSMUSG00000025283",5493.11364623357,-0.822154824770364,0.236280490934948,-3.47957134132042,0.000502216634922341,0.0117154112713422
"ENSMUSG00000025287",7086.42633443743,-1.04061831609712,0.312217618688448,-3.33299036892443,0.000859179164911837,0.0181788942663177
"ENSMUSG00000063018",300.382078666069,0.855999695026319,0.245031632302296,3.49342526507056,0.000476866439881817,0.0112061100904156
"ENSMUSG00000031409",82.4940144601251,1.1447034186477,0.382272760575817,2.99446765948856,0.00274924199365362,0.0473660281525056
"ENSMUSG00000062184",15218.7636732106,1.13507515147378,0.322222268568594,3.52264651514037,0.000427260805673449,0.0102542065041955
"ENSMUSG00000040990",3851.12339039397,-0.939513012672238,0.276852268689707,-3.39355359852671,0.000689920558517935,0.0151436204483351
"ENSMUSG00000031119",29346.4082593441,1.056989279775,0.199972112684224,5.28568341648762,1.25236318454327e-07,8.92298766086246e-06
"ENSMUSG00000072966",123.363538032539,1.97956555908715,0.34195653778722,5.78893906195447,7.08323872382826e-09,6.55449405726532e-07
"ENSMUSG00000072945",265.342380805069,2.47953884766843,0.430484217239284,5.7598832857795,8.41721176721336e-09,7.59968581460021e-07
"ENSMUSG00000047230",5331.03162083204,2.30938275342972,0.283412768164383,8.14847816627036,3.68532570496121e-16,1.14630793370769e-13
"ENSMUSG00000023092",38397.2959585836,-1.03834494909727,0.259209290564928,-4.00581687035319,6.18035195882955e-05,0.00204492624679314
"ENSMUSG00000031273",52600.9510927701,0.774551144608644,0.209046061719737,3.70516975176058,0.000211249208015531,0.00565554452335457
"ENSMUSG00000031274",67597.1885788437,0.757777737380693,0.220160669318025,3.44193056701728,0.000577578479472226,0.0130767285997057
"ENSMUSG00000090122",7.49412192278095,3.38767501490991,1.10826024271216,3.05675046739882,0.0022375045809992,0.0398383215979942
"ENSMUSG00000031283",2641.73939420764,2.22907284064899,0.407120828921502,5.47521198203982,4.36988175944463e-08,3.3837754554644e-06
"ENSMUSG00000045103",217.786197345317,1.08391176702422,0.318805372542733,3.3999168783736,0.0006740634084254,0.0148687320190849
"ENSMUSG00000031380",127.012860824506,1.13282568454428,0.306143626830852,3.70030791191409,0.00021533802610124,0.00574432215321022
"ENSMUSG00000035277",1626.92151379668,1.84831881271729,0.308215287777986,5.99684339489569,2.01189910150526e-09,2.06762036233496e-07
"ENSMUSG00000087340",397.525585651595,-1.91484945737452,0.325659644676016,-5.87991017210473,4.10489187384954e-09,3.99751937461653e-07
"ENSMUSG00000049775",77921.3100943387,-0.976389637631915,0.236336232264667,-4.1313582275378,3.60626078621146e-05,0.00130769466330572
"ENSMUSG00000058254",23635.5529907004,0.789606054724283,0.258010920088227,3.06035905167997,0.00221071788408624,0.0395041823181148
"ENSMUSG00000031207",177966.181657207,-0.824919495227756,0.224221476501968,-3.67903872589348,0.000234114720206211,0.00618600992336339
"ENSMUSG00000031209",4158.34366417876,1.10029682895464,0.340353818463707,3.23280295170825,0.00122582083838073,0.024364554827744
"ENSMUSG00000031216",293.306509971791,2.21334299825829,0.549464475690561,4.02818215950464,5.62097859297513e-05,0.00189642123452252
